meeting_date,item_id,title,topic_unofficial,vote_tally,meeting_url
2020-02-03,22187,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22189,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22199,2019 Investment Report,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22209,Proclamation for Black History Month,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22190,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22191,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22192,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22193,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22194,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22195,Public Hearings,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22198,"Public hearing on proposed amendments to the Town of Vienna Comprehensive Plan for Town-owned properties located at 114 Locust Street SW and 440 Beulah Road NE, specifically amending the Future Land Use Plan (page 38) and Community Facilities and Services chapter (pages 98-99).","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22201,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-02-03,22202,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-02-03.html
2020-01-27,22155,"Invocation: Mercury Payton, Town Manager",Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22156,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22157,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22158,Minutes,Minutes,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22172,"Work Session Minutes of September 9, 2019, October 9, 2019, and November 7, 2019 and the Regular Meeting Minutes of December 9, 2019 and January 6, 2020",Minutes,7 Aye,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22159,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22161,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22171,Presentation of Mid-Year Financial Review for fiscal year 2020,"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22162,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22163,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22164,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22165,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22166,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22167,Public Hearings,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22170,"Public hearing on proposed amendments to proffered conditions for 374 to 380 Maple Avenue W in the Maple Avenue Commercial (MAC) Zone for Sunrise of Vienna, a mixed-use building with a ground floor restaurant and 85-unit assisted living facility

AND
Consideration of a request for a related modification of requirements.","Land Use, Zoning & Development","6 Aye, 1 Nay",https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22169,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22173,Request approval and funding for project expansion for pedestrian improvements on Old Courthouse Road NE,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22174,Adopt a resolution to approve Northern Virginia Transportation Commission (NVTC) grant applications for funding of transportation projects,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22178,Second Closed Session,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22208,Second Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22175,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-27,22176,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-01-27.html
2020-01-06,22020,"Invocation:  Pastor Garry Genser, Vienna Seventh Day Adventist Church",Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22021,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22022,Roll Call,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22023,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22039,"Regular Council Meeting minutes of November 4, 2019, the Work Session Minutes of October 28, 2019, November 18, 2019 and December 4, 2019.",Minutes,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22024,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22026,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22041,Vienna Sustainability Challenge Awards,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22057,Proclamation recognizing Supervisor Catherine Hudgins on her retirement,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22056,Proclamation Recognizing Bill Emerson,Proclamations & Recognitions,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22042,Comprehensive Plan Edit - Transportation Level of Service (LOS),"Land Use, Zoning & Development",,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22027,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22028,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22029,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22030,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22031,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22034,Regular Business,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22035,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22036,Request award of IFB 19-07 Nutley Street NW sidewalk project.,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22037,Request approval for Alban CAT emergency generator for Town Hall.,Public Safety,7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22038,Request approval of an agreement with Fairfax County for inspection and potential repair of Piney Branch-Difficult Run trunk sewers.,"Water, Sewer & Stormwater",7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22040,Request for alley vacation for property adjacent to 108-110 Church Street NE and behind 207 Center Street N.,"Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22043,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2020-01-06,22044,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2020-01-06.html
2019-12-09,21797,"Invocation: Nadeen Huang, Bahai's of the Town of Vienna",Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21798,Pledge of Allegiance to the Flag of the United States of America,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21799,Roll Call,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21800,Approval of the Minutes:,Minutes,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21814,"Approval of the Work Session Minutes of September 9, 2019, September 23, 2019, October 9, 2019, October 22, 2019, May 20, 2019 and the Special Meeting of May 20, 2019.",Minutes,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21801,"Receipt of petitions and communications from the Public that are not on the Agenda.  
          (Limited to 5 minutes per issue and no formal action can be taken this evening)",Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21803,Reports/Presentations,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21823,Presentation of 2019 Comprehensive Annual Financial Report (CAFR),"Budget, Taxes & Finance",,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21804,Report and Inquiries of Council Members,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21805,Report of the Town Manager,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21806,Report of the Mayor,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21807,Proposals for Additional Items to the Agenda,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21808,Closed Session,Procedural,7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21809,Public Hearings,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21822,Public hearing for issuance of 2020 bond,"Budget, Taxes & Finance",7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21810,Consent Agenda,Consent Agenda,7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21812,"Request award of RFP 20-04 for $43,500 with Affordable Lawn Sprinklers for installation of an irrigation system at the community center",Parks & Recreation,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21816,Request approval of vehicle purchases within the Vehicle Replacement Program for FY20,Contracts & Purchasing,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21815,Request to include GIS module for previously awarded idtPlans plan review software,Contracts & Purchasing,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21818,Request CIP funding for milling and paving projects,"Streets, Sidewalks & Transportation",,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21826,Acceptance of Byrne/JAG Law Enforcement Equipment Grant,Grants & Intergovernmental,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21811,Regular Business,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21824,Request approval of Transportation Safety Commission (TSC) motion on revised guidelines for the Pedestrian Advisory Committee (PAC) and the Bicycle Advisory Committee (BAC).,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21819,Request approval of Transportation Safety Commission-recommended Shared Mobility Devices (SMDs) pilot program,"Streets, Sidewalks & Transportation","5 Aye, 1 Nay, 1 Abstain",https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21817,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21971,"Award RFP 20-03, Maple Avenue Utility Undergrounding Feasibility Study, to Rinker Design.",Contracts & Purchasing,7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21820,Request approval to rename Northside Park to Northside Park - Maud Robinson Wildlife Preserve.,Parks & Recreation,7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21825,Approve purchase of real property located at 124 Courthouse Road SW,Town Facilities & Property,7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21821,"Request to set a public hearing for January 27, 2020 regarding proposed amendments to proffered conditions for 374 to 380 Maple Avenue W and to refer this matter to the Planning Commission for a recommendation.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21813,"Request to set a public hearing for February 3, 2020 to amend the Comprehensive Plan as it relates to Town-owned properties at 114 Locust Street SW and 440 Beulah Road NE and refer the matter to the Planning Commission for consideration.","Land Use, Zoning & Development",7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21829,Proposal for Transparency and Accountability in Management of Town Right Of Way,"Streets, Sidewalks & Transportation",7 Aye,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21830,"Motion by Councilmember Potter for comprehensive reorganization and update of Subdivision and Zoning Ordinances, Chapters 17 and 18 of Town Code","Land Use, Zoning & Development",,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21973,"Motion by Councilmember Potter for comprehensive reorganization and update of Subdivision and Zoning Ordinances, Chapters 17 and 18 of Town Code","Land Use, Zoning & Development","6 Aye, 1 Nay",https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21827,Meeting Adjournment,Procedural,,https://viennavadata.org/meeting/2019-12-09.html
2019-12-09,21828,"THE TOWN OF VIENNA IS COMMITTED TO FULL COMPLIANCE WITH THE AMERICANS WITH DISABILITIES ACT STANDARDS. TRANSLATION SERVICES, ASSISTANCE OR ACCOMMODATION REQUESTS FROM PERSONS WITH DISABILITIES ARE TO BE REQUESTED NOT LESS THAN 3 WORKING DAYS BEFORE THE DAY OF THE EVENT. PLEASE CALL (703) 255-6304, OR 711 VIRGINIA RELAY SERVICE FOR THE HEARING IMPAIRED.",Procedural,,https://viennavadata.org/meeting/2019-12-09.html
